[K0a1|[]]
[K11n7|[[4, 2, 5, 1], [10, 6, 11, 5], [8, 3, 9, 4], [2, 9, 3, 10], [7, 14, 8, 15], [18, 12, 19, 11], [22, 20, 1, 19], [20, 16, 21, 15], [16, 22, 17, 21], [12, 18, 13, 17], [13, 6, 14, 7]]]
[K11n8|[[4, 2, 5, 1], [10, 6, 11, 5], [8, 3, 9, 4], [2, 9, 3, 10], [7, 14, 8, 15], [11, 18, 12, 19], [19, 22, 20, 1], [15, 20, 16, 21], [21, 16, 22, 17], [17, 12, 18, 13], [13, 6, 14, 7]]]
[K11n9|[[4, 2, 5, 1], [10, 6, 11, 5], [8, 3, 9, 4], [2, 9, 3, 10], [14, 8, 15, 7], [15, 21, 16, 20], [11, 19, 12, 18], [19, 13, 20, 12], [17, 1, 18, 22], [21, 17, 22, 16], [6, 14, 7, 13]]]
[K11n10|[[4, 2, 5, 1], [10, 6, 11, 5], [8, 3, 9, 4], [2, 9, 3, 10], [7, 14, 8, 15], [20, 15, 21, 16], [18, 11, 19, 12], [12, 19, 13, 20], [22, 17, 1, 18], [16, 21, 17, 22], [13, 6, 14, 7]]]
[K11n11|[[4, 2, 5, 1], [10, 6, 11, 5], [8, 3, 9, 4], [2, 9, 3, 10], [7, 14, 8, 15], [15, 21, 16, 20], [11, 19, 12, 18], [19, 13, 20, 12], [17, 1, 18, 22], [21, 17, 22, 16], [13, 6, 14, 7]]]
[K11n12|[[4, 2, 5, 1], [10, 6, 11, 5], [8, 3, 9, 4], [2, 9, 3, 10], [7, 14, 8, 15], [17, 21, 18, 20], [11, 19, 12, 18], [19, 13, 20, 12], [15, 1, 16, 22], [21, 17, 22, 16], [13, 6, 14, 7]]]
[K11n13|[[4, 2, 5, 1], [10, 6, 11, 5], [8, 3, 9, 4], [2, 9, 3, 10], [16, 8, 17, 7], [17, 1, 18, 22], [11, 19, 12, 18], [13, 21, 14, 20], [19, 13, 20, 12], [21, 15, 22, 14], [6, 16, 7, 15]]]
[K11n14|[[4, 2, 5, 1], [10, 6, 11, 5], [8, 3, 9, 4], [2, 9, 3, 10], [7, 16, 8, 17], [22, 17, 1, 18], [18, 11, 19, 12], [20, 13, 21, 14], [12, 19, 13, 20], [14, 21, 15, 22], [15, 6, 16, 7]]]
[K11n15|[[4, 2, 5, 1], [10, 6, 11, 5], [8, 3, 9, 4], [2, 9, 3, 10], [7, 16, 8, 17], [17, 1, 18, 22], [11, 19, 12, 18], [13, 21, 14, 20], [19, 13, 20, 12], [21, 15, 22, 14], [15, 6, 16, 7]]]
[K11n16|[[4, 2, 5, 1], [10, 6, 11, 5], [8, 3, 9, 4], [2, 9, 3, 10], [16, 8, 17, 7], [17, 1, 18, 22], [11, 19, 12, 18], [21, 13, 22, 12], [13, 21, 14, 20], [19, 15, 20, 14], [6, 16, 7, 15]]]
[K11n17|[[4, 2, 5, 1], [10, 6, 11, 5], [8, 3, 9, 4], [2, 9, 3, 10], [7, 16, 8, 17], [22, 17, 1, 18], [18, 11, 19, 12], [12, 21, 13, 22], [20, 13, 21, 14], [14, 19, 15, 20], [15, 6, 16, 7]]]
[K11n18|[[4, 2, 5, 1], [10, 6, 11, 5], [8, 3, 9, 4], [2, 9, 3, 10], [7, 16, 8, 17], [17, 1, 18, 22], [11, 19, 12, 18], [21, 13, 22, 12], [13, 21, 14, 20], [19, 15, 20, 14], [15, 6, 16, 7]]]
[K11n19|[[4, 2, 5, 1], [10, 6, 11, 5], [8, 3, 9, 4], [2, 9, 3, 10], [11, 18, 12, 19], [7, 17, 8, 16], [17, 7, 18, 6], [13, 20, 14, 21], [15, 22, 16, 1], [19, 12, 20, 13], [21, 14, 22, 15]]]
[K11n20|[[4, 2, 5, 1], [10, 6, 11, 5], [8, 3, 9, 4], [2, 9, 3, 10], [11, 18, 12, 19], [7, 17, 8, 16], [17, 7, 18, 6], [15, 22, 16, 1], [21, 12, 22, 13], [13, 20, 14, 21], [19, 14, 20, 15]]]
[K11n21|[[4, 2, 5, 1], [8, 4, 9, 3], [9, 15, 10, 14], [12, 5, 13, 6], [6, 13, 7, 14], [11, 19, 12, 18], [19, 22, 20, 1], [15, 20, 16, 21], [21, 16, 22, 17], [17, 11, 18, 10], [2, 8, 3, 7]]]
[K11n22|[[4, 2, 5, 1], [8, 4, 9, 3], [14, 9, 15, 10], [5, 13, 6, 12], [13, 7, 14, 6], [18, 11, 19, 12], [22, 20, 1, 19], [20, 16, 21, 15], [16, 22, 17, 21], [10, 17, 11, 18], [2, 8, 3, 7]]]
[K11n23|[[4, 2, 5, 1], [8, 4, 9, 3], [9, 15, 10, 14], [5, 13, 6, 12], [13, 7, 14, 6], [11, 19, 12, 18], [19, 22, 20, 1], [15, 20, 16, 21], [21, 16, 22, 17], [17, 11, 18, 10], [2, 8, 3, 7]]]
[K11n24|[[4, 2, 5, 1], [8, 4, 9, 3], [14, 9, 15, 10], [12, 5, 13, 6], [6, 13, 7, 14], [15, 21, 16, 20], [11, 18, 12, 19], [19, 10, 20, 11], [17, 1, 18, 22], [21, 17, 22, 16], [2, 8, 3, 7]]]
[K11n25|[[4, 2, 5, 1], [8, 4, 9, 3], [9, 15, 10, 14], [12, 5, 13, 6], [6, 13, 7, 14], [15, 21, 16, 20], [11, 18, 12, 19], [19, 10, 20, 11], [17, 1, 18, 22], [21, 17, 22, 16], [2, 8, 3, 7]]]
[K11n26|[[4, 2, 5, 1], [8, 4, 9, 3], [14, 9, 15, 10], [5, 13, 6, 12], [13, 7, 14, 6], [20, 15, 21, 16], [18, 12, 19, 11], [10, 20, 11, 19], [22, 17, 1, 18], [16, 21, 17, 22], [2, 8, 3, 7]]]
[K11n27|[[4, 2, 5, 1], [8, 4, 9, 3], [9, 15, 10, 14], [5, 13, 6, 12], [13, 7, 14, 6], [15, 21, 16, 20], [11, 18, 12, 19], [19, 10, 20, 11], [17, 1, 18, 22], [21, 17, 22, 16], [2, 8, 3, 7]]]
[K11n28|[[4, 2, 5, 1], [8, 4, 9, 3], [9, 15, 10, 14], [12, 5, 13, 6], [6, 13, 7, 14], [17, 21, 18, 20], [11, 18, 12, 19], [19, 10, 20, 11], [15, 1, 16, 22], [21, 17, 22, 16], [2, 8, 3, 7]]]
[K11n29|[[4, 2, 5, 1], [8, 4, 9, 3], [14, 9, 15, 10], [5, 13, 6, 12], [13, 7, 14, 6], [20, 17, 21, 18], [18, 12, 19, 11], [10, 20, 11, 19], [22, 15, 1, 16], [16, 21, 17, 22], [2, 8, 3, 7]]]
[K11n30|[[4, 2, 5, 1], [8, 4, 9, 3], [9, 15, 10, 14], [5, 13, 6, 12], [13, 7, 14, 6], [17, 21, 18, 20], [11, 18, 12, 19], [19, 10, 20, 11], [15, 1, 16, 22], [21, 17, 22, 16], [2, 8, 3, 7]]]
[K11n31|[[4, 2, 5, 1], [8, 4, 9, 3], [12, 6, 13, 5], [9, 17, 10, 16], [13, 20, 14, 21], [17, 1, 18, 22], [21, 19, 22, 18], [19, 14, 20, 15], [15, 11, 16, 10], [6, 12, 7, 11], [2, 8, 3, 7]]]
[K11n32|[[4, 2, 5, 1], [8, 4, 9, 3], [5, 12, 6, 13], [16, 9, 17, 10], [20, 14, 21, 13], [22, 17, 1, 18], [18, 21, 19, 22], [14, 20, 15, 19], [10, 15, 11, 16], [11, 6, 12, 7], [2, 8, 3, 7]]]
[K11n33|[[4, 2, 5, 1], [8, 4, 9, 3], [5, 12, 6, 13], [9, 17, 10, 16], [13, 20, 14, 21], [17, 1, 18, 22], [21, 19, 22, 18], [19, 14, 20, 15], [15, 11, 16, 10], [11, 6, 12, 7], [2, 8, 3, 7]]]
[K11n34|[[4, 2, 5, 1], [8, 4, 9, 3], [17, 1, 18, 22], [12, 5, 13, 6], [6, 13, 7, 14], [11, 18, 12, 19], [19, 14, 20, 15], [9, 17, 10, 16], [15, 20, 16, 21], [21, 10, 22, 11], [2, 8, 3, 7]]]
[K11n35|[[4, 2, 5, 1], [8, 4, 9, 3], [22, 17, 1, 18], [5, 13, 6, 12], [13, 7, 14, 6], [18, 12, 19, 11], [14, 20, 15, 19], [16, 9, 17, 10], [20, 16, 21, 15], [10, 22, 11, 21], [2, 8, 3, 7]]]
[K11n36|[[4, 2, 5, 1], [8, 4, 9, 3], [17, 1, 18, 22], [5, 13, 6, 12], [13, 7, 14, 6], [11, 18, 12, 19], [19, 14, 20, 15], [9, 17, 10, 16], [15, 20, 16, 21], [21, 10, 22, 11], [2, 8, 3, 7]]]
[K11n37|[[4, 2, 5, 1], [8, 4, 9, 3], [5, 12, 6, 13], [9, 19, 10, 18], [13, 20, 14, 21], [15, 22, 16, 1], [21, 14, 22, 15], [19, 16, 20, 17], [17, 11, 18, 10], [11, 6, 12, 7], [2, 8, 3, 7]]]
[K11n38|[[4, 2, 5, 1], [8, 4, 9, 3], [5, 12, 6, 13], [9, 19, 10, 18], [13, 22, 14, 1], [15, 20, 16, 21], [19, 16, 20, 17], [21, 14, 22, 15], [17, 11, 18, 10], [11, 6, 12, 7], [2, 8, 3, 7]]]
[K11n39|[[4, 2, 5, 1], [8, 4, 9, 3], [11, 17, 12, 16], [12, 5, 13, 6], [6, 13, 7, 14], [17, 22, 18, 1], [9, 18, 10, 19], [21, 10, 22, 11], [15, 21, 16, 20], [19, 15, 20, 14], [2, 8, 3, 7]]]
[K11n40|[[4, 2, 5, 1], [8, 4, 9, 3], [16, 11, 17, 12], [5, 13, 6, 12], [13, 7, 14, 6], [22, 18, 1, 17], [18, 10, 19, 9], [10, 22, 11, 21], [20, 15, 21, 16], [14, 19, 15, 20], [2, 8, 3, 7]]]
[K11n41|[[4, 2, 5, 1], [8, 4, 9, 3], [11, 17, 12, 16], [5, 13, 6, 12], [13, 7, 14, 6], [17, 22, 18, 1], [9, 18, 10, 19], [21, 10, 22, 11], [15, 21, 16, 20], [19, 15, 20, 14], [2, 8, 3, 7]]]
[K11n42|[[4, 2, 5, 1], [8, 4, 9, 3], [9, 18, 10, 19], [12, 5, 13, 6], [6, 13, 7, 14], [19, 15, 20, 14], [11, 21, 12, 20], [17, 22, 18, 1], [21, 16, 22, 17], [15, 10, 16, 11], [2, 8, 3, 7]]]
[K11n43|[[4, 2, 5, 1], [8, 4, 9, 3], [18, 10, 19, 9], [5, 13, 6, 12], [13, 7, 14, 6], [14, 19, 15, 20], [20, 11, 21, 12], [22, 18, 1, 17], [16, 22, 17, 21], [10, 16, 11, 15], [2, 8, 3, 7]]]
[K11n44|[[4, 2, 5, 1], [8, 4, 9, 3], [9, 18, 10, 19], [5, 13, 6, 12], [13, 7, 14, 6], [19, 15, 20, 14], [11, 21, 12, 20], [17, 22, 18, 1], [21, 16, 22, 17], [15, 10, 16, 11], [2, 8, 3, 7]]]
[K11n45|[[4, 2, 5, 1], [8, 4, 9, 3], [9, 21, 10, 20], [12, 5, 13, 6], [6, 13, 7, 14], [11, 18, 12, 19], [19, 14, 20, 15], [15, 10, 16, 11], [17, 1, 18, 22], [21, 17, 22, 16], [2, 8, 3, 7]]]
[K11n46|[[4, 2, 5, 1], [8, 4, 9, 3], [20, 9, 21, 10], [5, 13, 6, 12], [13, 7, 14, 6], [18, 12, 19, 11], [14, 20, 15, 19], [10, 16, 11, 15], [22, 17, 1, 18], [16, 21, 17, 22], [2, 8, 3, 7]]]
[K11n47|[[4, 2, 5, 1], [8, 4, 9, 3], [9, 21, 10, 20], [5, 13, 6, 12], [13, 7, 14, 6], [11, 18, 12, 19], [19, 14, 20, 15], [15, 10, 16, 11], [17, 1, 18, 22], [21, 17, 22, 16], [2, 8, 3, 7]]]
[K11n48|[[4, 2, 5, 1], [13, 20, 14, 21], [8, 3, 9, 4], [2, 9, 3, 10], [7, 17, 8, 16], [15, 22, 16, 1], [17, 11, 18, 10], [5, 12, 6, 13], [11, 19, 12, 18], [19, 7, 20, 6], [21, 14, 22, 15]]]
[K11n49|[[4, 2, 5, 1], [15, 20, 16, 21], [8, 3, 9, 4], [2, 9, 3, 10], [7, 17, 8, 16], [13, 22, 14, 1], [21, 14, 22, 15], [17, 11, 18, 10], [5, 12, 6, 13], [11, 19, 12, 18], [19, 7, 20, 6]]]
[K11n50|[[4, 2, 5, 1], [5, 12, 6, 13], [8, 3, 9, 4], [2, 9, 3, 10], [11, 16, 12, 17], [17, 10, 18, 11], [7, 18, 8, 19], [19, 1, 20, 22], [13, 21, 14, 20], [21, 15, 22, 14], [15, 6, 16, 7]]]
[K11n51|[[4, 2, 5, 1], [8, 4, 9, 3], [14, 6, 15, 5], [15, 22, 16, 1], [9, 16, 10, 17], [17, 20, 18, 21], [11, 19, 12, 18], [19, 11, 20, 10], [21, 12, 22, 13], [6, 14, 7, 13], [2, 8, 3, 7]]]
[K11n52|[[4, 2, 5, 1], [8, 4, 9, 3], [5, 14, 6, 15], [22, 16, 1, 15], [16, 10, 17, 9], [20, 18, 21, 17], [18, 11, 19, 12], [10, 19, 11, 20], [12, 22, 13, 21], [13, 6, 14, 7], [2, 8, 3, 7]]]
[K11n53|[[4, 2, 5, 1], [8, 4, 9, 3], [5, 14, 6, 15], [15, 22, 16, 1], [9, 16, 10, 17], [17, 20, 18, 21], [11, 19, 12, 18], [19, 11, 20, 10], [21, 12, 22, 13], [13, 6, 14, 7], [2, 8, 3, 7]]]
[K11n54|[[4, 2, 5, 1], [8, 4, 9, 3], [14, 6, 15, 5], [15, 22, 16, 1], [9, 16, 10, 17], [21, 10, 22, 11], [11, 19, 12, 18], [17, 21, 18, 20], [19, 13, 20, 12], [6, 14, 7, 13], [2, 8, 3, 7]]]
[K11n55|[[4, 2, 5, 1], [8, 4, 9, 3], [5, 14, 6, 15], [22, 16, 1, 15], [16, 10, 17, 9], [10, 22, 11, 21], [18, 11, 19, 12], [20, 17, 21, 18], [12, 19, 13, 20], [13, 6, 14, 7], [2, 8, 3, 7]]]
[K11n56|[[4, 2, 5, 1], [8, 4, 9, 3], [5, 14, 6, 15], [15, 22, 16, 1], [9, 16, 10, 17], [21, 10, 22, 11], [11, 19, 12, 18], [17, 21, 18, 20], [19, 13, 20, 12], [13, 6, 14, 7], [2, 8, 3, 7]]]
[K11n57|[[4, 2, 5, 1], [8, 4, 9, 3], [9, 17, 10, 16], [5, 15, 6, 14], [15, 7, 16, 6], [11, 19, 12, 18], [17, 11, 18, 10], [19, 1, 20, 22], [13, 20, 14, 21], [21, 12, 22, 13], [2, 8, 3, 7]]]
[K11n58|[[4, 2, 5, 1], [8, 4, 9, 3], [9, 17, 10, 16], [14, 5, 15, 6], [6, 15, 7, 16], [17, 1, 18, 22], [11, 18, 12, 19], [21, 10, 22, 11], [13, 20, 14, 21], [19, 12, 20, 13], [2, 8, 3, 7]]]
[K11n59|[[4, 2, 5, 1], [8, 4, 9, 3], [16, 9, 17, 10], [5, 15, 6, 14], [15, 7, 16, 6], [22, 17, 1, 18], [18, 12, 19, 11], [10, 22, 11, 21], [20, 14, 21, 13], [12, 20, 13, 19], [2, 8, 3, 7]]]
[K11n60|[[4, 2, 5, 1], [8, 4, 9, 3], [9, 17, 10, 16], [5, 15, 6, 14], [15, 7, 16, 6], [17, 1, 18, 22], [11, 18, 12, 19], [21, 10, 22, 11], [13, 20, 14, 21], [19, 12, 20, 13], [2, 8, 3, 7]]]
[K11n61|[[4, 2, 5, 1], [8, 4, 9, 3], [9, 17, 10, 16], [5, 15, 6, 14], [15, 7, 16, 6], [13, 1, 14, 22], [21, 11, 22, 10], [11, 18, 12, 19], [17, 20, 18, 21], [19, 12, 20, 13], [2, 8, 3, 7]]]
[K11n62|[[4, 2, 5, 1], [8, 4, 9, 3], [9, 17, 10, 16], [14, 5, 15, 6], [6, 15, 7, 16], [17, 1, 18, 22], [13, 18, 14, 19], [11, 20, 12, 21], [19, 12, 20, 13], [21, 10, 22, 11], [2, 8, 3, 7]]]
[K11n63|[[4, 2, 5, 1], [8, 4, 9, 3], [16, 9, 17, 10], [5, 15, 6, 14], [15, 7, 16, 6], [22, 17, 1, 18], [18, 14, 19, 13], [20, 12, 21, 11], [12, 20, 13, 19], [10, 22, 11, 21], [2, 8, 3, 7]]]
[K11n64|[[4, 2, 5, 1], [8, 4, 9, 3], [9, 17, 10, 16], [5, 15, 6, 14], [15, 7, 16, 6], [17, 1, 18, 22], [13, 18, 14, 19], [11, 20, 12, 21], [19, 12, 20, 13], [21, 10, 22, 11], [2, 8, 3, 7]]]
[K11n65|[[4, 2, 5, 1], [8, 4, 9, 3], [16, 11, 17, 12], [14, 5, 15, 6], [6, 15, 7, 16], [18, 9, 19, 10], [10, 17, 11, 18], [19, 1, 20, 22], [13, 20, 14, 21], [21, 12, 22, 13], [2, 8, 3, 7]]]
[K11n66|[[4, 2, 5, 1], [8, 4, 9, 3], [11, 17, 12, 16], [14, 5, 15, 6], [6, 15, 7, 16], [9, 19, 10, 18], [17, 11, 18, 10], [22, 19, 1, 20], [20, 14, 21, 13], [12, 22, 13, 21], [2, 8, 3, 7]]]
[K11n67|[[4, 2, 5, 1], [8, 4, 9, 3], [11, 17, 12, 16], [14, 5, 15, 6], [6, 15, 7, 16], [9, 19, 10, 18], [17, 11, 18, 10], [19, 1, 20, 22], [13, 20, 14, 21], [21, 12, 22, 13], [2, 8, 3, 7]]]
[K11n68|[[4, 2, 5, 1], [8, 4, 9, 3], [16, 11, 17, 12], [5, 15, 6, 14], [15, 7, 16, 6], [18, 9, 19, 10], [10, 17, 11, 18], [22, 19, 1, 20], [20, 14, 21, 13], [12, 22, 13, 21], [2, 8, 3, 7]]]
[K11n69|[[4, 2, 5, 1], [8, 4, 9, 3], [11, 17, 12, 16], [5, 15, 6, 14], [15, 7, 16, 6], [9, 19, 10, 18], [17, 11, 18, 10], [19, 1, 20, 22], [13, 20, 14, 21], [21, 12, 22, 13], [2, 8, 3, 7]]]
[K11n70|[[4, 2, 5, 1], [8, 4, 9, 3], [5, 14, 6, 15], [9, 19, 10, 18], [11, 21, 12, 20], [15, 22, 16, 1], [19, 11, 20, 10], [21, 16, 22, 17], [17, 13, 18, 12], [13, 6, 14, 7], [2, 8, 3, 7]]]
[K11n71|[[4, 2, 5, 1], [8, 4, 9, 3], [14, 6, 15, 5], [18, 16, 19, 15], [16, 12, 17, 11], [12, 18, 13, 17], [19, 22, 20, 1], [9, 20, 10, 21], [21, 10, 22, 11], [6, 14, 7, 13], [2, 8, 3, 7]]]
[K11n72|[[4, 2, 5, 1], [8, 4, 9, 3], [5, 14, 6, 15], [18, 16, 19, 15], [16, 12, 17, 11], [12, 18, 13, 17], [22, 20, 1, 19], [20, 10, 21, 9], [10, 22, 11, 21], [13, 6, 14, 7], [2, 8, 3, 7]]]
[K11n73|[[4, 2, 5, 1], [8, 4, 9, 3], [5, 14, 6, 15], [15, 18, 16, 19], [11, 16, 12, 17], [17, 12, 18, 13], [22, 20, 1, 19], [20, 10, 21, 9], [10, 22, 11, 21], [13, 6, 14, 7], [2, 8, 3, 7]]]
[K11n74|[[4, 2, 5, 1], [8, 4, 9, 3], [5, 14, 6, 15], [18, 16, 19, 15], [16, 12, 17, 11], [12, 18, 13, 17], [19, 22, 20, 1], [9, 20, 10, 21], [21, 10, 22, 11], [13, 6, 14, 7], [2, 8, 3, 7]]]
[K11n75|[[4, 2, 5, 1], [8, 4, 9, 3], [5, 14, 6, 15], [15, 18, 16, 19], [11, 16, 12, 17], [17, 12, 18, 13], [19, 22, 20, 1], [9, 20, 10, 21], [21, 10, 22, 11], [13, 6, 14, 7], [2, 8, 3, 7]]]
[K11n76|[[4, 2, 5, 1], [8, 4, 9, 3], [16, 11, 17, 12], [14, 5, 15, 6], [6, 15, 7, 16], [19, 22, 20, 1], [9, 20, 10, 21], [21, 10, 22, 11], [18, 13, 19, 14], [12, 17, 13, 18], [2, 8, 3, 7]]]
[K11n77|[[4, 2, 5, 1], [8, 4, 9, 3], [11, 17, 12, 16], [5, 15, 6, 14], [15, 7, 16, 6], [22, 20, 1, 19], [20, 10, 21, 9], [10, 22, 11, 21], [13, 19, 14, 18], [17, 13, 18, 12], [2, 8, 3, 7]]]
[K11n78|[[4, 2, 5, 1], [8, 4, 9, 3], [11, 17, 12, 16], [5, 15, 6, 14], [15, 7, 16, 6], [19, 22, 20, 1], [9, 20, 10, 21], [21, 10, 22, 11], [13, 19, 14, 18], [17, 13, 18, 12], [2, 8, 3, 7]]]
[K11n79|[[4, 2, 5, 1], [8, 4, 9, 3], [5, 14, 6, 15], [9, 21, 10, 20], [15, 22, 16, 1], [21, 16, 22, 17], [11, 19, 12, 18], [17, 13, 18, 12], [19, 11, 20, 10], [13, 6, 14, 7], [2, 8, 3, 7]]]
[K11n80|[[4, 2, 5, 1], [10, 8, 11, 7], [8, 3, 9, 4], [2, 9, 3, 10], [14, 6, 15, 5], [15, 20, 16, 21], [11, 18, 12, 19], [19, 12, 20, 13], [17, 22, 18, 1], [21, 16, 22, 17], [6, 14, 7, 13]]]
[K11n81|[[4, 2, 5, 1], [8, 4, 9, 3], [5, 16, 6, 17], [9, 21, 10, 20], [11, 1, 12, 22], [21, 11, 22, 10], [19, 15, 20, 14], [13, 19, 14, 18], [17, 13, 18, 12], [15, 6, 16, 7], [2, 8, 3, 7]]]
[K11n82|[[4, 2, 5, 1], [7, 12, 8, 13], [8, 3, 9, 4], [2, 9, 3, 10], [13, 21, 14, 20], [5, 17, 6, 16], [19, 7, 20, 6], [15, 1, 16, 22], [21, 15, 22, 14], [11, 18, 12, 19], [17, 10, 18, 11]]]
[K11n83|[[4, 2, 5, 1], [7, 12, 8, 13], [8, 3, 9, 4], [2, 9, 3, 10], [15, 21, 16, 20], [5, 17, 6, 16], [19, 7, 20, 6], [13, 1, 14, 22], [21, 15, 22, 14], [11, 18, 12, 19], [17, 10, 18, 11]]]
[K11n84|[[4, 2, 5, 1], [5, 18, 6, 19], [8, 3, 9, 4], [2, 9, 3, 10], [11, 17, 12, 16], [7, 12, 8, 13], [15, 6, 16, 7], [17, 11, 18, 10], [19, 22, 20, 1], [13, 20, 14, 21], [21, 14, 22, 15]]]
[K11n85|[[4, 2, 5, 1], [12, 6, 13, 5], [10, 3, 11, 4], [2, 11, 3, 12], [7, 15, 8, 14], [22, 17, 1, 18], [19, 6, 20, 7], [8, 21, 9, 22], [16, 10, 17, 9], [13, 19, 14, 18], [20, 16, 21, 15]]]
[K11n86|[[4, 2, 5, 1], [12, 6, 13, 5], [10, 3, 11, 4], [2, 11, 3, 12], [7, 15, 8, 14], [17, 1, 18, 22], [19, 6, 20, 7], [21, 9, 22, 8], [9, 16, 10, 17], [13, 19, 14, 18], [15, 20, 16, 21]]]
[K11n87|[[4, 2, 5, 1], [12, 6, 13, 5], [10, 3, 11, 4], [2, 11, 3, 12], [20, 14, 21, 13], [14, 7, 15, 8], [6, 19, 7, 20], [18, 9, 19, 10], [8, 15, 9, 16], [17, 22, 18, 1], [21, 16, 22, 17]]]
[K11n88|[[4, 2, 5, 1], [12, 6, 13, 5], [10, 3, 11, 4], [2, 11, 3, 12], [16, 8, 17, 7], [19, 1, 20, 22], [13, 21, 14, 20], [21, 15, 22, 14], [18, 10, 19, 9], [6, 16, 7, 15], [8, 18, 9, 17]]]
[K11n89|[[4, 2, 5, 1], [12, 6, 13, 5], [10, 3, 11, 4], [2, 11, 3, 12], [7, 16, 8, 17], [22, 19, 1, 20], [20, 13, 21, 14], [14, 21, 15, 22], [9, 18, 10, 19], [15, 6, 16, 7], [17, 8, 18, 9]]]
[K11n90|[[4, 2, 5, 1], [12, 6, 13, 5], [10, 3, 11, 4], [2, 11, 3, 12], [18, 10, 19, 9], [19, 1, 20, 22], [13, 21, 14, 20], [21, 15, 22, 14], [6, 18, 7, 17], [16, 8, 17, 7], [8, 16, 9, 15]]]
[K11n91|[[4, 2, 5, 1], [12, 6, 13, 5], [10, 3, 11, 4], [2, 11, 3, 12], [9, 18, 10, 19], [22, 19, 1, 20], [20, 13, 21, 14], [14, 21, 15, 22], [17, 6, 18, 7], [7, 16, 8, 17], [15, 8, 16, 9]]]
[K11n92|[[4, 2, 5, 1], [12, 6, 13, 5], [10, 3, 11, 4], [2, 11, 3, 12], [7, 20, 8, 21], [17, 1, 18, 22], [13, 19, 14, 18], [21, 15, 22, 14], [9, 16, 10, 17], [15, 8, 16, 9], [19, 6, 20, 7]]]
[K11n93|[[4, 2, 5, 1], [10, 4, 11, 3], [11, 21, 12, 20], [7, 13, 8, 12], [19, 9, 20, 8], [18, 14, 19, 13], [14, 6, 15, 5], [6, 18, 7, 17], [22, 16, 1, 15], [16, 22, 17, 21], [2, 10, 3, 9]]]
[K11n94|[[4, 2, 5, 1], [10, 4, 11, 3], [20, 11, 21, 12], [12, 7, 13, 8], [8, 19, 9, 20], [18, 14, 19, 13], [14, 6, 15, 5], [6, 18, 7, 17], [15, 22, 16, 1], [21, 16, 22, 17], [2, 10, 3, 9]]]
[K11n95|[[4, 2, 5, 1], [10, 4, 11, 3], [11, 21, 12, 20], [7, 13, 8, 12], [19, 9, 20, 8], [18, 14, 19, 13], [14, 6, 15, 5], [6, 18, 7, 17], [15, 22, 16, 1], [21, 16, 22, 17], [2, 10, 3, 9]]]
[K11n96|[[4, 2, 5, 1], [10, 4, 11, 3], [11, 21, 12, 20], [7, 13, 8, 12], [19, 9, 20, 8], [13, 18, 14, 19], [5, 14, 6, 15], [17, 6, 18, 7], [15, 22, 16, 1], [21, 16, 22, 17], [2, 10, 3, 9]]]
[K11n97|[[4, 2, 5, 1], [12, 8, 13, 7], [10, 3, 11, 4], [2, 11, 3, 12], [14, 6, 15, 5], [6, 14, 7, 13], [15, 20, 16, 21], [9, 19, 10, 18], [19, 9, 20, 8], [17, 22, 18, 1], [21, 16, 22, 17]]]
[K11n98|[[4, 2, 5, 1], [7, 12, 8, 13], [10, 3, 11, 4], [2, 11, 3, 12], [5, 14, 6, 15], [13, 6, 14, 7], [20, 16, 21, 15], [18, 9, 19, 10], [8, 19, 9, 20], [22, 18, 1, 17], [16, 22, 17, 21]]]
[K11n99|[[4, 2, 5, 1], [7, 12, 8, 13], [10, 3, 11, 4], [2, 11, 3, 12], [5, 14, 6, 15], [13, 6, 14, 7], [15, 20, 16, 21], [9, 19, 10, 18], [19, 9, 20, 8], [17, 22, 18, 1], [21, 16, 22, 17]]]
[K11n100|[[4, 2, 5, 1], [12, 8, 13, 7], [10, 3, 11, 4], [2, 11, 3, 12], [14, 6, 15, 5], [6, 14, 7, 13], [17, 20, 18, 21], [9, 19, 10, 18], [19, 9, 20, 8], [15, 22, 16, 1], [21, 16, 22, 17]]]
[K11n101|[[4, 2, 5, 1], [7, 12, 8, 13], [10, 3, 11, 4], [2, 11, 3, 12], [5, 14, 6, 15], [13, 6, 14, 7], [20, 18, 21, 17], [18, 9, 19, 10], [8, 19, 9, 20], [22, 16, 1, 15], [16, 22, 17, 21]]]
[K11n102|[[4, 2, 5, 1], [7, 12, 8, 13], [10, 3, 11, 4], [2, 11, 3, 12], [5, 14, 6, 15], [13, 6, 14, 7], [17, 20, 18, 21], [9, 19, 10, 18], [19, 9, 20, 8], [15, 22, 16, 1], [21, 16, 22, 17]]]
[K11n103|[[4, 2, 5, 1], [12, 8, 13, 7], [10, 3, 11, 4], [2, 11, 3, 12], [16, 13, 17, 14], [14, 5, 15, 6], [6, 15, 7, 16], [9, 20, 10, 21], [17, 22, 18, 1], [21, 18, 22, 19], [19, 8, 20, 9]]]
[K11n104|[[4, 2, 5, 1], [10, 4, 11, 3], [11, 21, 12, 20], [5, 15, 6, 14], [15, 19, 16, 18], [7, 16, 8, 17], [17, 6, 18, 7], [19, 9, 20, 8], [13, 1, 14, 22], [21, 13, 22, 12], [2, 10, 3, 9]]]
